0610007L01RIK
0610009O20RIK
	0610010F05RIK
0610011L14RIK
		1110002B05RIK
		1110003E01RIK
		1110007A13RIK
1110008F13RIK
		1110012D08RIK
		1110012J17RIK
1110017D15RIK
	1110018G07RIK
1110020G09RIK
		1110032A04RIK
1110038D17RIK
		1110067D22RIK
	1190002H23RIK
1190002N15RIK
1190005F20RIK
	1200009I06RIK
		1200011M11RIK
	1200016B10RIK
		1300001I01RIK
	1300010F03RIK
1300014I06RIK
		1500003O03RIK
		1600021P15RIK
1700017N19RIK
		1700020O03RIK
		1700021K19RIK
1700025G04RIK
1700025K23RIK
	1700037H04RIK
	1700054N08RIK
1700081L11RIK
1700102P08RIK
1810031K17RIK
		1810041L15RIK
1810055G02RIK
	2010002N04RIK
2010300C02RIK
2010305A19RIK
2010317E24RIK
	2200002K05RIK
		2310005G13RIK
2310014H01RIK
		2310014L17RIK
2310021P13RIK
2310022A10RIK
	2310022B05RIK
		2310028H24RIK
		2310035C23RIK
	2310044H10RIK
		2310047M10RIK
	2310057J16RIK
2310067B10RIK
		2400003C14RIK
2410004B18RIK
		2410042D21RIK
		2410066E13RIK
2410127L17RIK
2500003M10RIK
2510009E07RIK
	2510039O18RIK
2610030H06RIK
2610101N10RIK
		2610305D13RIK
		2610507B11RIK
		2700081O15RIK
		2810030E01RIK
		2810046L04RIK
		2810403A07RIK
		2810407C02RIK
2810432L12RIK
	2810474O19RIK
2900011O08RIK
2900064A13RIK
3110001D03RIK
	3110043O21RIK
3110047P20RIK
		3110062M04RIK
3230401D17RIK
3830406C13RIK
4631416L12RIK
	4632411B12RIK
4732418C07RIK
		4833424O15RIK
	4921507P07RIK
4921513D23RIK
4921517D22RIK
4921523A10RIK
		4921524J17RIK
		4921528I01RIK
4930402H24RIK
4930430F08RIK
	4930471M23RIK
		4930506M07RIK
4930511I11RIK
		4930539E08RIK
		4930547N16RIK
4930588N13RIK
		4931406P16RIK
	4931428F04RIK
4932438A13RIK
4933403F05RIK
		4933411K20RIK
	4933424B01RIK
		4933426M11RIK
		4933427D14RIK
		4933433P14RIK
4933439F18RIK
	5031414D18RIK
	5031439G07RIK
5330439B14RIK
	5430411K18RIK
	5730403B10RIK
		5730419I09RIK
5730455P16RIK
5730528L13RIK
	5730577I03RIK
6030405A18RIK
		6230409E13RIK
6330416G13RIK
6330503K22RIK
6330527O06RIK
6720456B07RIK
		6720456H20RIK
		6720463M24RIK
		8030462N17RIK
	8430419L09RIK
		8430427H17RIK
9030409G11RIK
		9030425E11RIK
		9330182L06RIK
		9430020K01RIK
9430023L20RIK
9430031J16RIK
	9530068E07RIK
9830107B12RIK
	9930012K11RIK
	9930021J03RIK
A130010J15RIK
		A130022J15RIK
		A230046K03RIK
A230050P20RIK
		A330008L17RIK
A430105I19RIK
	A530095I07RIK
A730011L01RIK
		A830080D01RIK
		A930001N09RIK
A930038C07RIK
		AAK1
AAMP
		AARS
		AATK
		ABAT
		ABCA1
		ABCA2
ABCB10
		ABCB7
		ABCB9
ABCC1
	ABCC4
		ABCC5
ABCD3
		ABCE1
		ABCF2
ABCF3
	ABCG1
	ABCG3
ABCG4
		ABHD13
		ABHD2
		ABHD3
ABHD5
	ABHD6
ABHD8
		ABI1
		ABI2
	ABL1
		ABL2
		ABLIM1
		ABLIM2
		ABLIM3
ABR
		ABT1
	ABTB1
ABTB2
		ACACA
ACAD8
	ACADSB
		ACAN
		ACAP2
ACBD3
		ACBD5
